id,studentNumber,firstName,lastName,email,password,formationId 
5869,STU05869,Fatiha,Hajji,fatiha.hajji5869@univ.dz,password123,20
5870,STU05870,Hassan,Zaki,hassan.zaki5870@univ.dz,password123,21
5871,STU05871,Achraf,Lamrani,achraf.lamrani5871@univ.dz,password123,22
5872,STU05872,Khadija,Boutaleb,khadija.boutaleb5872@univ.dz,password123,23
5873,STU05873,Yasmine,Ismaili,yasmine.ismaili5873@univ.dz,password123,24
5874,STU05874,Abir,Faouzi,abir.faouzi5874@univ.dz,password123,25
5875,STU05875,Soukaina,El Omari,soukaina.elomari5875@univ.dz,password123,26
5876,STU05876,Samir,Bekkali,samir.bekkali5876@univ.dz,password123,27
5877,STU05877,Tariq,El Moussaoui,tariq.elmoussaoui5877@univ.dz,password123,28
5878,STU05878,Walid,Benkirane,walid.benkirane5878@univ.dz,password123,29
5879,STU05879,Chafik,Nejjar,chafik.nejjar5879@univ.dz,password123,30
5880,STU05880,Fadoua,Prefsi,fadoua.prefsi5880@univ.dz,password123,31
5881,STU05881,Amina,Zaidi,amina.zaidi5881@univ.dz,password123,32
5882,STU05882,Najat,Zeroual,najat.zeroual5882@univ.dz,password123,33
5883,STU05883,Ghita,Soussi,ghita.soussi5883@univ.dz,password123,34
5884,STU05884,Ilham,Qadiri,ilham.qadiri5884@univ.dz,password123,35
5885,STU05885,Amine,El Maachi,amine.elmaachi5885@univ.dz,password123,36
5886,STU05886,Chakib,Zaidi,chakib.zaidi5886@univ.dz,password123,37
5887,STU05887,Fares,Yaacoubi,fares.yaacoubi5887@univ.dz,password123,38
5888,STU05888,Sami,Zaki,sami.zaki5888@univ.dz,password123,39
5889,STU05889,Basma,Bennani,basma.bennani5889@univ.dz,password123,40
5890,STU05890,Hassan,Filali,hassan.filali5890@univ.dz,password123,41
5891,STU05891,Tariq,Oulhaj,tariq.oulhaj5891@univ.dz,password123,42
5892,STU05892,Chakib,Saadi,chakib.saadi5892@univ.dz,password123,43
5893,STU05893,Fares,Ismaili,fares.ismaili5893@univ.dz,password123,44
5894,STU05894,Malika,Meziane,malika.meziane5894@univ.dz,password123,45
5895,STU05895,Elias,Ennaji,elias.ennaji5895@univ.dz,password123,1
5896,STU05896,Radouane,Lamrani,radouane.lamrani5896@univ.dz,password123,2
5897,STU05897,Aymane,Saadi,aymane.saadi5897@univ.dz,password123,3
5898,STU05898,Siham,Belkadi,siham.belkadi5898@univ.dz,password123,4
5899,STU05899,Malika,Bouazzaoui,malika.bouazzaoui5899@univ.dz,password123,5
5900,STU05900,Btissam,El Harrak,btissam.elharrak5900@univ.dz,password123,6
5901,STU05901,Bilal,Errachidi,bilal.errachidi5901@univ.dz,password123,7
5902,STU05902,Mehdi,Wahbi,mehdi.wahbi5902@univ.dz,password123,8
5903,STU05903,Driss,Faouzi,driss.faouzi5903@univ.dz,password123,9
5904,STU05904,El Mehdi,Chaoui,elmehdi.chaoui5904@univ.dz,password123,10
5905,STU05905,Samira,Bennani,samira.bennani5905@univ.dz,password123,11
5906,STU05906,Saida,Bouazzaoui,saida.bouazzaoui5906@univ.dz,password123,12
5907,STU05907,Omar,Chami,omar.chami5907@univ.dz,password123,13
5908,STU05908,Mounir,Ouazzani,mounir.ouazzani5908@univ.dz,password123,14
5909,STU05909,Elias,Saadi,elias.saadi5909@univ.dz,password123,15
5910,STU05910,Fatima,El Baz,fatima.elbaz5910@univ.dz,password123,16
5911,STU05911,Noureddine,Bekkali,noureddine.bekkali5911@univ.dz,password123,17
5912,STU05912,Taha,El Hachimi,taha.elhachimi5912@univ.dz,password123,18
5913,STU05913,Fares,Benabdallah,fares.benabdallah5913@univ.dz,password123,19
5914,STU05914,Siham,Jazouli,siham.jazouli5914@univ.dz,password123,20
5915,STU05915,Youssef,Ibrahimi,youssef.ibrahimi5915@univ.dz,password123,21
5916,STU05916,Moad,Oukacha,moad.oukacha5916@univ.dz,password123,22
5917,STU05917,Fayçal,Ziani,fayçal.ziani5917@univ.dz,password123,23
5918,STU05918,Chadi,Ouazzani,chadi.ouazzani5918@univ.dz,password123,24
5919,STU05919,Rajae,Mansouri,rajae.mansouri5919@univ.dz,password123,25
5920,STU05920,Brahim,Raji,brahim.raji5920@univ.dz,password123,26
5921,STU05921,Zahra,Faouzi,zahra.faouzi5921@univ.dz,password123,27
5922,STU05922,Ouafa,Kettani,ouafa.kettani5922@univ.dz,password123,28
5923,STU05923,Loubna,Laroui,loubna.laroui5923@univ.dz,password123,29
5924,STU05924,Nassim,Amiri,nassim.amiri5924@univ.dz,password123,30
5925,STU05925,Zouhair,El Idrissi,zouhair.elidrissi5925@univ.dz,password123,31
5926,STU05926,Rachida,Qadiri,rachida.qadiri5926@univ.dz,password123,32
5927,STU05927,Driss,Skalli,driss.skalli5927@univ.dz,password123,33
5928,STU05928,Karima,Wahbi,karima.wahbi5928@univ.dz,password123,34
5929,STU05929,Farid,Saadi,farid.saadi5929@univ.dz,password123,35
5930,STU05930,Wijdan,Ziani,wijdan.ziani5930@univ.dz,password123,36
5931,STU05931,Ouafa,Mernissi,ouafa.mernissi5931@univ.dz,password123,37
5932,STU05932,Siham,El Kadiri,siham.elkadiri5932@univ.dz,password123,38
5933,STU05933,Jaouad,Jazouli,jaouad.jazouli5933@univ.dz,password123,39
5934,STU05934,Nisrine,Abouzaid,nisrine.abouzaid5934@univ.dz,password123,40
5935,STU05935,Ghita,Alaoui,ghita.alaoui5935@univ.dz,password123,41
5936,STU05936,Saida,Chaoui,saida.chaoui5936@univ.dz,password123,42
5937,STU05937,Tarik,Doukkali,tarik.doukkali5937@univ.dz,password123,43
5938,STU05938,Zainab,Bouhaj,zainab.bouhaj5938@univ.dz,password123,44
5939,STU05939,Hassan,Machkour,hassan.machkour5939@univ.dz,password123,45
5940,STU05940,Rania,Sabri,rania.sabri5940@univ.dz,password123,1
5941,STU05941,Taha,Benabdallah,taha.benabdallah5941@univ.dz,password123,2
5942,STU05942,Oumayma,El Kadiri,oumayma.elkadiri5942@univ.dz,password123,3
5943,STU05943,Walid,Boutaleb,walid.boutaleb5943@univ.dz,password123,4
5944,STU05944,Zahra,Naciri,zahra.naciri5944@univ.dz,password123,5
5945,STU05945,Meryem,Touimi,meryem.touimi5945@univ.dz,password123,6
5946,STU05946,Adil,Jazouli,adil.jazouli5946@univ.dz,password123,7
5947,STU05947,Fouad,Kadmiri,fouad.kadmiri5947@univ.dz,password123,8
5948,STU05948,Abdellah,Haddad,abdellah.haddad5948@univ.dz,password123,9
5949,STU05949,Riad,Boutaleb,riad.boutaleb5949@univ.dz,password123,10
5950,STU05950,Othmane,Bouhaj,othmane.bouhaj5950@univ.dz,password123,11
5951,STU05951,Youssef,Lahlou,youssef.lahlou5951@univ.dz,password123,12
5952,STU05952,Taha,Benkirane,taha.benkirane5952@univ.dz,password123,13
5953,STU05953,Salim,Bouhaj,salim.bouhaj5953@univ.dz,password123,14
5954,STU05954,Samira,Doukkali,samira.doukkali5954@univ.dz,password123,15
5955,STU05955,Mounir,Skalli,mounir.skalli5955@univ.dz,password123,16
5956,STU05956,Sanaa,Ouladali,sanaa.ouladali5956@univ.dz,password123,17
5957,STU05957,Dounia,El Hachimi,dounia.elhachimi5957@univ.dz,password123,18
5958,STU05958,Rania,Zaidi,rania.zaidi5958@univ.dz,password123,19
5959,STU05959,Aymane,Daoudi,aymane.daoudi5959@univ.dz,password123,20
5960,STU05960,Lina,Amiri,lina.amiri5960@univ.dz,password123,21
5961,STU05961,Othmane,Naciri,othmane.naciri5961@univ.dz,password123,22
5962,STU05962,Mounir,El Idrissi,mounir.elidrissi5962@univ.dz,password123,23
5963,STU05963,Mariam,Jouahri,mariam.jouahri5963@univ.dz,password123,24
5964,STU05964,Hakim,Hassani,hakim.hassani5964@univ.dz,password123,25
5965,STU05965,Wijdan,Ziani,wijdan.ziani5965@univ.dz,password123,26
5966,STU05966,Ghizlane,Benabdallah,ghizlane.benabdallah5966@univ.dz,password123,27
5967,STU05967,Ouafa,Skalli,ouafa.skalli5967@univ.dz,password123,28
5968,STU05968,Yousra,Errachidi,yousra.errachidi5968@univ.dz,password123,29
5969,STU05969,Ali,Touimi,ali.touimi5969@univ.dz,password123,30
5970,STU05970,Khadija,Benjelloun,khadija.benjelloun5970@univ.dz,password123,31
5971,STU05971,Ikram,El Hachimi,ikram.elhachimi5971@univ.dz,password123,32
5972,STU05972,Latifa,Hassani,latifa.hassani5972@univ.dz,password123,33
5973,STU05973,Mariam,Nejjar,mariam.nejjar5973@univ.dz,password123,34
5974,STU05974,Adnane,Bouzid,adnane.bouzid5974@univ.dz,password123,35
5975,STU05975,Chaima,Ouazzani,chaima.ouazzani5975@univ.dz,password123,36
5976,STU05976,Khalid,Guessous,khalid.guessous5976@univ.dz,password123,37
5977,STU05977,El Mehdi,Ouazzani,elmehdi.ouazzani5977@univ.dz,password123,38
5978,STU05978,Idriss,Ezzahiri,idriss.ezzahiri5978@univ.dz,password123,39
5979,STU05979,Radouane,Jermoumi,radouane.jermoumi5979@univ.dz,password123,40
5980,STU05980,Lina,El Harrak,lina.elharrak5980@univ.dz,password123,41
5981,STU05981,Chaima,Ismaili,chaima.ismaili5981@univ.dz,password123,42
5982,STU05982,Othmane,Hamidi,othmane.hamidi5982@univ.dz,password123,43
5983,STU05983,Abdellah,El Harrak,abdellah.elharrak5983@univ.dz,password123,44
5984,STU05984,Zakaria,Ouladali,zakaria.ouladali5984@univ.dz,password123,45
5985,STU05985,Rania,Guessous,rania.guessous5985@univ.dz,password123,1
5986,STU05986,Zouhair,El Baz,zouhair.elbaz5986@univ.dz,password123,2
5987,STU05987,Samira,Makhloufi,samira.makhloufi5987@univ.dz,password123,3
5988,STU05988,Brahim,Lamrani,brahim.lamrani5988@univ.dz,password123,4
5989,STU05989,Taha,Alaoui,taha.alaoui5989@univ.dz,password123,5
5990,STU05990,Sanaa,Abouzaid,sanaa.abouzaid5990@univ.dz,password123,6
5991,STU05991,Taha,Abouzaid,taha.abouzaid5991@univ.dz,password123,7
5992,STU05992,Najat,Benjelloun,najat.benjelloun5992@univ.dz,password123,8
5993,STU05993,Jamila,Amiri,jamila.amiri5993@univ.dz,password123,9
5994,STU05994,Iman,Lahlou,iman.lahlou5994@univ.dz,password123,10
5995,STU05995,Wijdan,Yamani,wijdan.yamani5995@univ.dz,password123,11
5996,STU05996,Kamal,Bekkali,kamal.bekkali5996@univ.dz,password123,12
5997,STU05997,Idriss,Ziani,idriss.ziani5997@univ.dz,password123,13
5998,STU05998,Chaima,Lachgar,chaima.lachgar5998@univ.dz,password123,14
5999,STU05999,Chafik,Tahiri,chafik.tahiri5999@univ.dz,password123,15
6000,STU06000,Jamila,Mouline,jamila.mouline6000@univ.dz,password123,16
6001,STU06001,Zahra,Idrissi,zahra.idrissi6001@univ.dz,password123,17
6002,STU06002,Ghizlane,El Omari,ghizlane.elomari6002@univ.dz,password123,18
6003,STU06003,Basma,Ezzahiri,basma.ezzahiri6003@univ.dz,password123,19
6004,STU06004,Bassam,Kettani,bassam.kettani6004@univ.dz,password123,20
6005,STU06005,Fadoua,Ezzahiri,fadoua.ezzahiri6005@univ.dz,password123,21
6006,STU06006,Zouhair,Bensaid,zouhair.bensaid6006@univ.dz,password123,22
6007,STU06007,Hamza,Naciri,hamza.naciri6007@univ.dz,password123,23
6008,STU06008,Said,Ibrahimi,said.ibrahimi6008@univ.dz,password123,24
6009,STU06009,Younes,Benjelloun,younes.benjelloun6009@univ.dz,password123,25
6010,STU06010,Bilal,Zaidi,bilal.zaidi6010@univ.dz,password123,26
6011,STU06011,Yahya,El Maachi,yahya.elmaachi6011@univ.dz,password123,27
6012,STU06012,Khadija,Bensaid,khadija.bensaid6012@univ.dz,password123,28
6013,STU06013,Dounia,Ouladali,dounia.ouladali6013@univ.dz,password123,29
6014,STU06014,Loubna,El Hachimi,loubna.elhachimi6014@univ.dz,password123,30
6015,STU06015,Aicha,El Amrani,aicha.elamrani6015@univ.dz,password123,31
6016,STU06016,Karima,El Omari,karima.elomari6016@univ.dz,password123,32
6017,STU06017,Abderrahim,Dahbi,abderrahim.dahbi6017@univ.dz,password123,33
6018,STU06018,Oumayma,Hassani,oumayma.hassani6018@univ.dz,password123,34
6019,STU06019,Nassim,Alaoui,nassim.alaoui6019@univ.dz,password123,35
6020,STU06020,Fouad,Zaidi,fouad.zaidi6020@univ.dz,password123,36
6021,STU06021,Kamal,El Omari,kamal.elomari6021@univ.dz,password123,37
6022,STU06022,Zainab,Ennaji,zainab.ennaji6022@univ.dz,password123,38
6023,STU06023,Lina,Zeroual,lina.zeroual6023@univ.dz,password123,39
6024,STU06024,Aicha,Naji,aicha.naji6024@univ.dz,password123,40
6025,STU06025,Moad,Saadi,moad.saadi6025@univ.dz,password123,41
6026,STU06026,Zineb,Berrada,zineb.berrada6026@univ.dz,password123,42
6027,STU06027,Jaouad,Lamrani,jaouad.lamrani6027@univ.dz,password123,43
6028,STU06028,Elias,Khaldi,elias.khaldi6028@univ.dz,password123,44
6029,STU06029,Aymane,Lachgar,aymane.lachgar6029@univ.dz,password123,45
6030,STU06030,Naima,El Kadiri,naima.elkadiri6030@univ.dz,password123,1
6031,STU06031,Rachida,Hassani,rachida.hassani6031@univ.dz,password123,2
6032,STU06032,Rania,El Kadiri,rania.elkadiri6032@univ.dz,password123,3
6033,STU06033,Chakib,Lachgar,chakib.lachgar6033@univ.dz,password123,4
6034,STU06034,El Mehdi,Tahiri,elmehdi.tahiri6034@univ.dz,password123,5
6035,STU06035,Zahra,Mansouri,zahra.mansouri6035@univ.dz,password123,6
6036,STU06036,Zouhair,Zaidi,zouhair.zaidi6036@univ.dz,password123,7
6037,STU06037,Mohamed,Lamrani,mohamed.lamrani6037@univ.dz,password123,8
6038,STU06038,Ahmed,Laroui,ahmed.laroui6038@univ.dz,password123,9
6039,STU06039,Ismail,Zaki,ismail.zaki6039@univ.dz,password123,10
6040,STU06040,Rachida,Lachgar,rachida.lachgar6040@univ.dz,password123,11
6041,STU06041,Ouafa,Hajji,ouafa.hajji6041@univ.dz,password123,12
6042,STU06042,Hicham,Jazouli,hicham.jazouli6042@univ.dz,password123,13
6043,STU06043,Moad,Soussi,moad.soussi6043@univ.dz,password123,14
6044,STU06044,Soufiane,Faouzi,soufiane.faouzi6044@univ.dz,password123,15
6045,STU06045,Ikram,Oulhaj,ikram.oulhaj6045@univ.dz,password123,16
6046,STU06046,Manal,Sefrioui,manal.sefrioui6046@univ.dz,password123,17
6047,STU06047,Riad,El Baz,riad.elbaz6047@univ.dz,password123,18
6048,STU06048,Aicha,Saadi,aicha.saadi6048@univ.dz,password123,19
6049,STU06049,Chafik,Hamidi,chafik.hamidi6049@univ.dz,password123,20
6050,STU06050,Ismail,Ibrahimi,ismail.ibrahimi6050@univ.dz,password123,21
6051,STU06051,Mohamed,Haddad,mohamed.haddad6051@univ.dz,password123,22
6052,STU06052,Btissam,Tazi,btissam.tazi6052@univ.dz,password123,23
6053,STU06053,Sara,Loudiyi,sara.loudiyi6053@univ.dz,password123,24
6054,STU06054,Chakib,Rhazi,chakib.rhazi6054@univ.dz,password123,25
6055,STU06055,Nabil,Hamidi,nabil.hamidi6055@univ.dz,password123,26
6056,STU06056,Rajae,Ghannam,rajae.ghannam6056@univ.dz,password123,27
6057,STU06057,Imad,Oulhaj,imad.oulhaj6057@univ.dz,password123,28
6058,STU06058,Najat,Ziani,najat.ziani6058@univ.dz,password123,29
6059,STU06059,Rajae,Skalli,rajae.skalli6059@univ.dz,password123,30
6060,STU06060,Soufiane,Tahiri,soufiane.tahiri6060@univ.dz,password123,31
6061,STU06061,Dounia,Alaoui,dounia.alaoui6061@univ.dz,password123,32
6062,STU06062,Ikram,Filali,ikram.filali6062@univ.dz,password123,33
6063,STU06063,Zahra,Meziane,zahra.meziane6063@univ.dz,password123,34
6064,STU06064,Hiba,Faouzi,hiba.faouzi6064@univ.dz,password123,35
6065,STU06065,Hicham,Sabri,hicham.sabri6065@univ.dz,password123,36
6066,STU06066,Basma,Zaidi,basma.zaidi6066@univ.dz,password123,37
6067,STU06067,Nabil,Sabri,nabil.sabri6067@univ.dz,password123,38
6068,STU06068,Lamrani,El Kadiri,lamrani.elkadiri6068@univ.dz,password123,39
6069,STU06069,Driss,Hassani,driss.hassani6069@univ.dz,password123,40
6070,STU06070,Younes,Kettani,younes.kettani6070@univ.dz,password123,41
6071,STU06071,Abdelkader,Yamani,abdelkader.yamani6071@univ.dz,password123,42
6072,STU06072,Ali,Daoudi,ali.daoudi6072@univ.dz,password123,43
6073,STU06073,Mehdi,Yamani,mehdi.yamani6073@univ.dz,password123,44
6074,STU06074,Yahya,Chami,yahya.chami6074@univ.dz,password123,45
6075,STU06075,Zouhair,Kettani,zouhair.kettani6075@univ.dz,password123,1
6076,STU06076,Oussama,Machkour,oussama.machkour6076@univ.dz,password123,2
6077,STU06077,Houda,Jermoumi,houda.jermoumi6077@univ.dz,password123,3
6078,STU06078,Hajar,El Fassi,hajar.elfassi6078@univ.dz,password123,4
6079,STU06079,Sanaa,Ouladali,sanaa.ouladali6079@univ.dz,password123,5
6080,STU06080,Sara,Skalli,sara.skalli6080@univ.dz,password123,6
6081,STU06081,Hanae,Ibrahimi,hanae.ibrahimi6081@univ.dz,password123,7
6082,STU06082,Bassam,Lahlou,bassam.lahlou6082@univ.dz,password123,8
6083,STU06083,Asmae,Ouladali,asmae.ouladali6083@univ.dz,password123,9
6084,STU06084,Ouafa,Ouazzani,ouafa.ouazzani6084@univ.dz,password123,10
6085,STU06085,Rachid,Bouhaj,rachid.bouhaj6085@univ.dz,password123,11
6086,STU06086,Fadoua,Bouhaj,fadoua.bouhaj6086@univ.dz,password123,12
6087,STU06087,Chaima,Oulhaj,chaima.oulhaj6087@univ.dz,password123,13
6088,STU06088,Zahra,Zaki,zahra.zaki6088@univ.dz,password123,14
6089,STU06089,Zainab,Benkirane,zainab.benkirane6089@univ.dz,password123,15
6090,STU06090,Najat,El Harrak,najat.elharrak6090@univ.dz,password123,16
6091,STU06091,Anass,Zaki,anass.zaki6091@univ.dz,password123,17
6092,STU06092,Dounia,Oulhaj,dounia.oulhaj6092@univ.dz,password123,18
6093,STU06093,Manal,Machkour,manal.machkour6093@univ.dz,password123,19
6094,STU06094,Aymane,Lachgar,aymane.lachgar6094@univ.dz,password123,20
6095,STU06095,Hajar,Bouhaj,hajar.bouhaj6095@univ.dz,password123,21
6096,STU06096,Ikram,El Harrak,ikram.elharrak6096@univ.dz,password123,22
6097,STU06097,Chafik,Bekkali,chafik.bekkali6097@univ.dz,password123,23
6098,STU06098,Hiba,Benabdallah,hiba.benabdallah6098@univ.dz,password123,24
6099,STU06099,Mustapha,Jazouli,mustapha.jazouli6099@univ.dz,password123,25
6100,STU06100,Chakib,Raissouni,chakib.raissouni6100@univ.dz,password123,26
6101,STU06101,Chafik,Laroui,chafik.laroui6101@univ.dz,password123,27
6102,STU06102,Mehdi,Oukacha,mehdi.oukacha6102@univ.dz,password123,28
6103,STU06103,Oussama,Mernissi,oussama.mernissi6103@univ.dz,password123,29
6104,STU06104,Omar,Qadiri,omar.qadiri6104@univ.dz,password123,30
6105,STU06105,Zouhair,Lamrani,zouhair.lamrani6105@univ.dz,password123,31
6106,STU06106,Taha,Ziani,taha.ziani6106@univ.dz,password123,32
6107,STU06107,Meryem,Rhazi,meryem.rhazi6107@univ.dz,password123,33
6108,STU06108,Jaouad,Amiri,jaouad.amiri6108@univ.dz,password123,34
6109,STU06109,Malika,El Moussaoui,malika.elmoussaoui6109@univ.dz,password123,35
6110,STU06110,Asmae,Laroui,asmae.laroui6110@univ.dz,password123,36
6111,STU06111,Dina,Bennani,dina.bennani6111@univ.dz,password123,37
6112,STU06112,Najat,Ziani,najat.ziani6112@univ.dz,password123,38
6113,STU06113,Basma,Ennaji,basma.ennaji6113@univ.dz,password123,39
6114,STU06114,Wijdan,Ismaili,wijdan.ismaili6114@univ.dz,password123,40
6115,STU06115,Malika,Ibrahimi,malika.ibrahimi6115@univ.dz,password123,41
6116,STU06116,Riad,Raji,riad.raji6116@univ.dz,password123,42
6117,STU06117,Samira,Belkadi,samira.belkadi6117@univ.dz,password123,43
6118,STU06118,Fares,Kadmiri,fares.kadmiri6118@univ.dz,password123,44
6119,STU06119,Asmae,Sabri,asmae.sabri6119@univ.dz,password123,45
6120,STU06120,Iman,Fikri,iman.fikri6120@univ.dz,password123,1
6121,STU06121,Ismail,Zaidi,ismail.zaidi6121@univ.dz,password123,2
6122,STU06122,Ghizlane,Lamrani,ghizlane.lamrani6122@univ.dz,password123,3
6123,STU06123,Dounia,Touimi,dounia.touimi6123@univ.dz,password123,4
6124,STU06124,Marouane,Bekkali,marouane.bekkali6124@univ.dz,password123,5
6125,STU06125,Khadija,Faouzi,khadija.faouzi6125@univ.dz,password123,6
6126,STU06126,Sanaa,Bensaid,sanaa.bensaid6126@univ.dz,password123,7
6127,STU06127,Hakim,Berrada,hakim.berrada6127@univ.dz,password123,8
6128,STU06128,Abir,Soussi,abir.soussi6128@univ.dz,password123,9
6129,STU06129,Kais,Benkirane,kais.benkirane6129@univ.dz,password123,10
6130,STU06130,Nisrine,Soussi,nisrine.soussi6130@univ.dz,password123,11
6131,STU06131,Salma,Wahbi,salma.wahbi6131@univ.dz,password123,12
6132,STU06132,Meryem,Tahiri,meryem.tahiri6132@univ.dz,password123,13
6133,STU06133,Omar,Jaidi,omar.jaidi6133@univ.dz,password123,14
6134,STU06134,Ilham,Naji,ilham.naji6134@univ.dz,password123,15
6135,STU06135,Said,Ouazzani,said.ouazzani6135@univ.dz,password123,16
6136,STU06136,Oumayma,El Maachi,oumayma.elmaachi6136@univ.dz,password123,17
6137,STU06137,Ghali,El Maachi,ghali.elmaachi6137@univ.dz,password123,18
6138,STU06138,Chakib,Zeroual,chakib.zeroual6138@univ.dz,password123,19
6139,STU06139,Anass,Zaki,anass.zaki6139@univ.dz,password123,20
6140,STU06140,Abdelaziz,Benkirane,abdelaziz.benkirane6140@univ.dz,password123,21
6141,STU06141,Soukaina,Haddad,soukaina.haddad6141@univ.dz,password123,22
6142,STU06142,Idriss,Zaki,idriss.zaki6142@univ.dz,password123,23
6143,STU06143,Ghizlane,Chraibi,ghizlane.chraibi6143@univ.dz,password123,24
6144,STU06144,Aymane,Sefrioui,aymane.sefrioui6144@univ.dz,password123,25
6145,STU06145,Latifa,Mernissi,latifa.mernissi6145@univ.dz,password123,26
6146,STU06146,Fatiha,Oulhaj,fatiha.oulhaj6146@univ.dz,password123,27
6147,STU06147,Zahra,Yamani,zahra.yamani6147@univ.dz,password123,28
6148,STU06148,Hachem,Rahmani,hachem.rahmani6148@univ.dz,password123,29
6149,STU06149,Ghita,Bouhaj,ghita.bouhaj6149@univ.dz,password123,30
6150,STU06150,Nisrine,Kadmiri,nisrine.kadmiri6150@univ.dz,password123,31
6151,STU06151,Aymane,Ghannam,aymane.ghannam6151@univ.dz,password123,32
6152,STU06152,Zineb,Sabri,zineb.sabri6152@univ.dz,password123,33
6153,STU06153,Yahya,Ismaili,yahya.ismaili6153@univ.dz,password123,34
6154,STU06154,Ikram,Makhloufi,ikram.makhloufi6154@univ.dz,password123,35
6155,STU06155,Chaima,Chaoui,chaima.chaoui6155@univ.dz,password123,36
6156,STU06156,Wafaa,Skalli,wafaa.skalli6156@univ.dz,password123,37
6157,STU06157,Mohamed,Yamani,mohamed.yamani6157@univ.dz,password123,38
6158,STU06158,Salim,Ennaji,salim.ennaji6158@univ.dz,password123,39
6159,STU06159,Manal,El Ghazi,manal.elghazi6159@univ.dz,password123,40
6160,STU06160,Fayçal,El Omari,fayçal.elomari6160@univ.dz,password123,41
6161,STU06161,Hanae,Skalli,hanae.skalli6161@univ.dz,password123,42
6162,STU06162,Iman,Benabdallah,iman.benabdallah6162@univ.dz,password123,43
6163,STU06163,Oumaima,Lamrani,oumaima.lamrani6163@univ.dz,password123,44
6164,STU06164,Fatima,Lahlou,fatima.lahlou6164@univ.dz,password123,45
6165,STU06165,Marouane,El Moussaoui,marouane.elmoussaoui6165@univ.dz,password123,1
6166,STU06166,Chakib,Filali,chakib.filali6166@univ.dz,password123,2
6167,STU06167,Adnane,El Idrissi,adnane.elidrissi6167@univ.dz,password123,3
6168,STU06168,Nabil,Haddad,nabil.haddad6168@univ.dz,password123,4
6169,STU06169,Soufiane,Kettani,soufiane.kettani6169@univ.dz,password123,5
6170,STU06170,Zineb,Chami,zineb.chami6170@univ.dz,password123,6
6171,STU06171,Omar,Boutaleb,omar.boutaleb6171@univ.dz,password123,7
6172,STU06172,Ilham,Kadmiri,ilham.kadmiri6172@univ.dz,password123,8
6173,STU06173,Omar,Idrissi,omar.idrissi6173@univ.dz,password123,9
6174,STU06174,El Mehdi,Chaoui,elmehdi.chaoui6174@univ.dz,password123,10
6175,STU06175,Wijdan,Fikri,wijdan.fikri6175@univ.dz,password123,11
6176,STU06176,Loubna,Ouhssain,loubna.ouhssain6176@univ.dz,password123,12
6177,STU06177,Badr,Hajji,badr.hajji6177@univ.dz,password123,13
6178,STU06178,Mariam,Bekkali,mariam.bekkali6178@univ.dz,password123,14
6179,STU06179,Tarik,El Omari,tarik.elomari6179@univ.dz,password123,15
6180,STU06180,Hanae,Ismaili,hanae.ismaili6180@univ.dz,password123,16
6181,STU06181,Walid,Ismaili,walid.ismaili6181@univ.dz,password123,17
6182,STU06182,Othmane,Ziani,othmane.ziani6182@univ.dz,password123,18
6183,STU06183,Rajae,Saadi,rajae.saadi6183@univ.dz,password123,19
6184,STU06184,Safae,Wahbi,safae.wahbi6184@univ.dz,password123,20
6185,STU06185,Nassim,Bennani,nassim.bennani6185@univ.dz,password123,21
6186,STU06186,Jalal,Makhloufi,jalal.makhloufi6186@univ.dz,password123,22
6187,STU06187,Soukaina,Oukacha,soukaina.oukacha6187@univ.dz,password123,23
6188,STU06188,Adnane,Tazi,adnane.tazi6188@univ.dz,password123,24
6189,STU06189,Saida,El Idrissi,saida.elidrissi6189@univ.dz,password123,25
6190,STU06190,Nadia,Amiri,nadia.amiri6190@univ.dz,password123,26
6191,STU06191,Iman,Ouazzani,iman.ouazzani6191@univ.dz,password123,27
6192,STU06192,Chaima,El Baz,chaima.elbaz6192@univ.dz,password123,28
6193,STU06193,Houda,Faouzi,houda.faouzi6193@univ.dz,password123,29
6194,STU06194,Zouhair,Faouzi,zouhair.faouzi6194@univ.dz,password123,30
6195,STU06195,Manal,Ouladali,manal.ouladali6195@univ.dz,password123,31
6196,STU06196,Saida,Chraibi,saida.chraibi6196@univ.dz,password123,32
6197,STU06197,Loubna,Mansouri,loubna.mansouri6197@univ.dz,password123,33
6198,STU06198,Abderrahim,El Idrissi,abderrahim.elidrissi6198@univ.dz,password123,34
6199,STU06199,Fares,Naji,fares.naji6199@univ.dz,password123,35
6200,STU06200,Fadoua,Ezzahiri,fadoua.ezzahiri6200@univ.dz,password123,36
6201,STU06201,Jamal,El Baz,jamal.elbaz6201@univ.dz,password123,37
6202,STU06202,Ahmed,Bachiri,ahmed.bachiri6202@univ.dz,password123,38
6203,STU06203,Ghazi,Ouazzani,ghazi.ouazzani6203@univ.dz,password123,39
6204,STU06204,Lahcen,Amiri,lahcen.amiri6204@univ.dz,password123,40
6205,STU06205,Safae,Benjelloun,safae.benjelloun6205@univ.dz,password123,41
6206,STU06206,Ghizlane,Makhloufi,ghizlane.makhloufi6206@univ.dz,password123,42
6207,STU06207,Malika,Meziane,malika.meziane6207@univ.dz,password123,43
6208,STU06208,Reda,Naji,reda.naji6208@univ.dz,password123,44
6209,STU06209,Mariam,Kadmiri,mariam.kadmiri6209@univ.dz,password123,45
6210,STU06210,Kamal,Abouzaid,kamal.abouzaid6210@univ.dz,password123,1
